gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.3,3906,Yes
Male,0,No,Yes,12,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,19.35,1747,No
Female,0,No,No,41,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.3,3770,Yes
Male,0,No,No,12,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.0,2741,No
Female,0,Yes,Yes,55,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.3,153,No
Female,0,No,No,7,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.35,4671,No
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.4,190,Yes
Female,0,Yes,Yes,68,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,88.0,5026,No
Female,1,No,No,5,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,83.15,3787,Yes
Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.8,1735,No
Male,0,No,No,40,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,62.05,2172,No
Female,0,No,No,16,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,20.1,2762,No
Male,0,No,No,10,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,6070,Yes
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),101.35,5681,No
Female,1,No,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.05,1428,No
Male,0,Yes,Yes,23,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.9,3866,No
Female,1,No,No,71,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),105.9,5786,No
Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.5,107,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.15,3737,Yes
Female,0,No,No,16,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),53.9,6155,Yes
Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),85.45,6210,Yes
Male,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,85.05,6529,No
Female,0,No,No,54,No,Yes,DSL,No internet service,No,No,No internet service,No,No internet service,One year,No,Electronic check,44.1,2005,No
Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,No,Mailed check,90.2,5088,No
Female,0,Yes,Yes,4,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.85,2027,Yes
Female,0,No,Yes,1,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),59.2,4842,Yes
Male,0,No,No,27,Yes,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),53.45,854,No
Male,0,No,No,21,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.95,3557,No
Male,0,No,No,13,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),83.2,121,Yes
Female,1,No,No,64,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,74.65,4110,No
Female,0,No,No,1,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,4492,Yes
Male,0,Yes,No,57,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,57.5,2842,No
Female,0,Yes,No,21,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.9,1890,Yes
Male,0,No,No,19,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),19.65,3099,No
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),93.8,2540,No
Male,0,No,No,52,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),89.25,3938,No
Female,0,No,No,46,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),94.15,3753,No
Female,1,No,No,11,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.6,4786,No
Female,0,Yes,Yes,53,No,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,48.7,2141,No
Female,0,Yes,Yes,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.25,1346,Yes
Male,1,No,No,57,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.9,4849,No
Female,1,No,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.45,1030,Yes
Female,1,No,No,2,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),54.85,79,Yes
Female,0,Yes,Yes,71,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,19.9,705,No
Female,0,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.4,1482,No
Male,0,Yes,No,68,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25.05,1100,No
Male,0,Yes,No,72,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),84.45,4935,No
Female,0,No,No,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.3,3741,No
Male,1,Yes,No,1,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.1,6442,Yes
Female,0,No,No,41,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,79.85,2885,No
Male,0,Yes,Yes,72,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,25.55,1439,No
Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,3718,Yes
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.75,2828,Yes
Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.05,283,Yes
Female,0,Yes,No,58,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),68.4,3395,No
Female,0,No,No,7,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.65,989,No
Female,0,Yes,No,65,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),55.15,3167,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.6,5513,No
Male,0,Yes,No,56,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,19.95,241,No
Male,0,No,No,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),19.0,5665,No
Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),44.1,2056,No
Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,107.6,5460,No
Male,0,No,No,26,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),61.55,1034,No
Male,0,No,No,62,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,90.7,4624,No
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,99.25,4813,No
Female,0,Yes,No,68,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.7,5172,No
Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,100.7,4927,No
Female,0,No,No,42,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,78.45,2929,No
Male,0,No,No,18,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,84.3,967,No
Female,0,No,No,56,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,19.55,161,No
Female,0,No,No,4,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.95,3076,Yes
Female,0,No,No,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,20.45,6102,No
Female,0,No,Yes,35,Yes,No,DSL,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,55.6,1646,No
Female,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,86.8,4451,No
Female,0,No,No,31,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),20.95,5395,No
Female,1,Yes,No,67,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,20.05,480,No
Female,0,No,No,4,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,50.7,924,Yes
Female,1,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),113.65,5877,No
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,53.4,1454,Yes
Male,1,Yes,No,53,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.9,4601,Yes
Male,0,Yes,Yes,2,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,No,Credit card (automatic),59.5,549,No
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,87.8,2269,No
Female,0,No,No,47,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),41.9,1450,No
Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),83.0,4696,Yes
Male,0,No,Yes,12,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.85,6163,No
Female,0,Yes,Yes,8,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,56.3,3424,No
Male,0,Yes,No,54,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.55,4994,No
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),92.15,5202,No
Female,0,No,No,26,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,69.5,1348,No
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,97.0,5574,No
Female,0,No,No,70,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,58.35,3598,No
Male,0,No,Yes,1,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.6,4231,Yes
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.5,6246,Yes
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.4,1598,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,5452,Yes
Female,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.3,1549,No
Male,1,Yes,No,51,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,93.8,4025,Yes
Female,0,Yes,Yes,53,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,19.55,16,No
Male,0,No,Yes,53,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),95.95,4266,No
Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.05,2031,Yes
Female,0,Yes,No,70,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,94.8,5415,No
Male,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),107.75,5220,No
Female,0,No,No,11,Yes,No,DSL,No internet service,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),54.6,5031,No
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.3,1021,No
Male,0,No,No,25,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,19.5,4335,No
Female,0,No,No,41,Yes,No phone service,DSL,No,No internet service,No,No,No,No,One year,Yes,Mailed check,56.3,2000,No
Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.7,1183,Yes
Male,1,Yes,No,72,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,104.15,5862,Yes
Female,0,Yes,Yes,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,90.55,5061,No
Female,0,Yes,Yes,34,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),60.8,1674,No
Male,0,No,No,29,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.8,2434,No
Male,1,Yes,No,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,98.15,3509,No
Male,0,Yes,No,36,No,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,No,Credit card (automatic),35.35,580,No
Female,0,Yes,No,46,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),103.15,3901,No
Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),107.75,5118,No
Male,0,No,No,39,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,No,Mailed check,81.4,2798,No
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,61.45,1931,Yes
Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,95.7,4209,No
Male,1,Yes,No,70,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),104.8,5673,No
Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.95,3883,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.95,3750,No
Female,0,Yes,No,70,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),97.65,5490,No
Female,1,Yes,Yes,29,No,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,55,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.55,6324,Yes
Female,0,No,No,67,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),85.25,4716,No
Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.5,1484,No
